"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","Fence","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PoolQC_f","MiscFeature_f","Condition2_f","YearRemodeDecile","MoSoldQtr","AgeofHouse","Time_Since_Remodel","num_ext_materials","num_basmt_materials","perc_2nd_1st_floor","perc_1st_tot_floor","perc_unf_bsmt","num_excellents","perc_openArea","predicted_price"
341,"60","RL",85,14191,"Missing","Reg","Lvl","Inside","Gtl","Timber","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",967,"GasA","Ex","Y","SBrkr",993,0,1908,0,0,2,1,4,1,"Gd",9,"Typ",0,"No Fireplace","Attchd","Fin",2,431,"TA","TA","Y",135,0,0,0,0,"No Fence",0,2010,"WD","Normal",202900,0,"0",1,"4","Q2",8,8,1,0,0.921450151057402,0.520440251572327,1,0.111111111111111,0.930026072863082,214129.860603174
342,"20","RH",60,8400,"Missing","Reg","Lvl","Inside","Gtl","SawyerW","Feedr","1Fam",4,4,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",721,"GasA","Gd","Y","SBrkr",841,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","CarPort","Unf",1,294,"TA","TA","N",250,0,24,0,0,"No Fence",0,2009,"WD","Normal",82000,0,"0",1,"1","Q3",59,59,2,0,0,1,1,0,0.899880952380952,87989.4775412094
343,"90","RL",69,8544,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","Duplex",3,4,"Gable","CompShg","Stucco","Stucco","BrkFace",340,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"Wall","Fa","N","FuseA",1040,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",2,400,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",87500,0,"0",1,"1","Q2",57,56,1,-1,0,1,-1,0,0.878277153558052,82811.8121081805
345,"160","RM",36,2592,"Missing","Reg","Lvl","Inside","Gtl","MeadowV","Norm","TwnhsE",5,3,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","No","Rec",129,"BLQ",536,"GasA","TA","Y","SBrkr",536,0,1112,0,0,1,1,3,1,"TA",4,"Typ",0,"No Fireplace","Attchd","Unf",1,336,"TA","TA","Y",182,0,0,0,0,"No Fence",0,2010,"WD","Normal",85000,0,"0",1,"3","Q2",34,34,2,2,1.07462686567164,0.482014388489209,0.326492537313433,0,0.79320987654321,90433.6695263479
346,"50","RL",65,6435,"Missing","Reg","Lvl","Inside","Gtl","BrkSide","RRAn","1Fam",6,5,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",972,"GasA","Gd","Y","SBrkr",972,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd","Unf",1,312,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",140200,0,"0",1,"1","Q4",67,56,1,0,0.622427983539095,0.616360177552315,1,0,0.848951048951049,135205.857648985
347,"20","RL",69,12772,"Missing","IR1","Lvl","CulDSac","Gtl","NAmes","Norm","1Fam",6,8,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","BLQ",498,"Unf",958,"GasA","TA","Y","SBrkr",958,0,958,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Attchd","RFn",1,301,"TA","TA","Y",0,0,0,0,0,"No Fence",15500,2007,"WD","Normal",151500,0,"1",1,"4","Q2",47,9,1,2,0,1,0.480167014613779,0,0.92499217037269,147746.021570441
348,"20","RL",69,17600,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,5,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",30,"TA","TA","CBlock","TA","TA","No","BLQ",1270,"Unf",1478,"GasA","Ex","Y","FuseA",1478,0,1478,1,0,2,0,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",2,498,"TA","TA","Y",0,40,0,0,0,"No Fence",0,2009,"WD","Normal",157500,0,"0",1,"2","Q4",49,49,1,2,0,1,0.140730717185386,0.111111111111111,0.916022727272727,183590.467180995
350,"60","RL",56,20431,"Missing","IR2","Lvl","Inside","Gtl","NridgHt","Norm","1Fam",9,5,"Hip","CompShg","CemntBd","CmentBd","BrkFace",870,"Ex","TA","PConc","Ex","TA","No","GLQ",1410,"Unf",1848,"GasA","Ex","Y","SBrkr",1848,0,2728,1,0,2,1,4,1,"Ex",10,"Typ",2,"Ex","Attchd","Fin",3,706,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"New","Partial",437154,0,"0",1,"4","Q2",1,0,2,2,0.476190476190476,0.67741935483871,0.237012987012987,0.555555555555556,0.909549214429054,438009.551926803
352,"120","RL",69,5271,"Missing","IR1","Low","Inside","Mod","ClearCr","Norm","1Fam",7,5,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",1082,"Unf",1453,"GasA","Gd","Y","SBrkr",1453,0,1453,1,0,1,1,2,1,"Gd",6,"Typ",1,"TA","Attchd","RFn",2,445,"TA","TA","Y",0,80,0,0,184,"No Fence",0,2006,"WD","Abnorml",190000,0,"0",1,"3","Q4",20,20,1,2,0,1,0.255333792154164,0,0.72434073230886,203911.214883299
353,"50","RL",60,9084,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Artery","1Fam",5,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","Mn","LwQ",236,"Rec",616,"GasA","TA","N","SBrkr",616,0,1111,0,1,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",1,200,"TA","Fa","Y",48,0,0,0,0,"No Fence",0,2008,"ConLw","Normal",95000,0,"0",1,"1","Q1",67,58,1,2,0.803571428571429,0.554455445544555,0,0,0.932188463232056,98024.6372018663
355,"50","RL",60,8400,"Missing","Reg","Bnk","Inside","Gtl","SWISU","Norm","1Fam",6,5,"Gable","CompShg","Wd Sdng","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",388,"Unf",940,"GasA","Ex","Y","SBrkr",1192,0,1595,0,0,1,0,2,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",1,240,"TA","TA","Y",0,0,108,0,0,"No Fence",0,2006,"WD","Normal",140000,0,"0",1,"4","Q2",66,6,2,2,0.338087248322148,0.747335423197492,0.587234042553191,0.111111111111111,0.858095238095238,151624.086659419
358,"120","RM",44,4224,"Missing","Reg","Lvl","Inside","Gtl","MeadowV","Norm","TwnhsE",5,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",874,"Unf",1142,"GasA","TA","Y","SBrkr",1142,0,1142,1,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","Fin",2,528,"TA","TA","Y",536,90,0,0,0,"MnPrv",0,2007,"WD","Normal",134000,0,"0",1,"3","Q3",31,31,2,2,0,1,0.234676007005254,0,0.729640151515151,137745.985855368
359,"80","RL",92,6930,"Missing","IR1","Lvl","Inside","Gtl","ClearCr","Norm","1Fam",5,4,"Hip","CompShg","Wd Sdng","ImStucc","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","BLQ",300,"Rec",1062,"GasA","Ex","Y","FuseF",1352,0,1352,0,1,1,0,3,1,"Gd",6,"Min2",0,"No Fireplace","BuiltIn","Unf",1,288,"TA","TA","Y",168,0,294,0,0,"No Fence",0,2006,"WD","Abnorml",130000,0,"0",1,"2","Q3",48,48,2,2,0,1,0.440677966101695,0.111111111111111,0.804906204906205,121025.788378788
360,"60","RL",78,12011,"Missing","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",1086,"GasA","Ex","Y","SBrkr",1086,0,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","RFn",2,592,"TA","TA","Y",208,75,0,0,374,"No Fence",0,2006,"WD","Normal",280000,0,"0",1,"4","Q2",8,8,1,2,0.771639042357274,0.564449064449064,0.119705340699816,0.111111111111111,0.909582882357839,289269.888071415
361,"85","RL",69,7540,"Missing","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam",6,6,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",773,"Unf",888,"GasA","Ex","Y","SBrkr",912,0,912,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Attchd","RFn",2,470,"TA","TA","Y",0,0,0,0,192,"MnPrv",0,2007,"WD","Normal",156000,0,"0",1,"3","Q2",29,29,1,2,0,1,0.129504504504505,0.111111111111111,0.879045092838196,159897.813602724
363,"85","RL",64,7301,"Missing","Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam",7,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",500,"Gd","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","Ex","Y","SBrkr",495,0,1922,0,0,3,0,4,1,"Gd",7,"Typ",1,"Ex","BuiltIn","RFn",2,672,"TA","TA","Y",0,0,177,0,0,"No Fence",0,2009,"ConLD","Normal",198500,0,"0",1,"4","Q3",6,6,1,-1,2.88282828282828,0.257544224765869,-1,0.222222222222222,0.932201068346802,179203.778942838
364,"160","RM",21,1680,"Missing","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs",6,8,"Gable","CompShg","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",483,"GasA","Gd","Y","SBrkr",483,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,"No Fireplace","Detchd","Unf",1,264,"TA","TA","Y",250,0,0,0,0,"No Fence",0,2009,"WD","Normal",118000,0,"0",1,"4","Q2",37,2,1,2,1.04347826086957,0.48936170212766,0.664596273291925,0,0.7125,117898.41735182
365,"60","RL",69,18800,"Missing","IR1","Lvl","FR2","Gtl","NWAmes","Norm","1Fam",6,5,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"TA","TA","PConc","Gd","TA","Mn","GLQ",712,"Unf",796,"GasA","TA","Y","SBrkr",790,0,1574,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,566,"TA","TA","Y",306,111,0,0,0,"No Fence",0,2006,"WD","Normal",190000,0,"0",1,"3","Q3",30,30,1,2,0.992405063291139,0.501905972045743,0.105527638190955,0,0.957978723404255,182617.430386833
366,"70","RM",59,10690,"Missing","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam",5,7,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","Fa","No","Rec",456,"Unf",672,"GasA","Gd","Y","FuseA",672,0,1344,0,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Detchd","Unf",1,468,"TA","Fa","Y",0,128,218,0,0,"No Fence",0,2009,"WD","Normal",147000,0,"0",1,"4","Q3",89,12,1,2,1,0.5,0.321428571428571,0,0.937137511693171,124560.576572146
367,"20","RL",69,9500,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",6,5,"Gable","CompShg","Plywood","Plywood","BrkFace",247,"TA","TA","CBlock","Gd","TA","No","BLQ",609,"Unf",1394,"GasA","Gd","Y","SBrkr",1394,0,1394,1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","RFn",2,514,"TA","TA","Y",0,76,0,0,185,"No Fence",0,2009,"WD","Normal",159000,0,"0",1,"2","Q3",46,46,1,2,0,1,0.56312769010043,0,0.853263157894737,174105.357798637
368,"80","RL",101,9150,"Missing","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam",6,5,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",305,"TA","TA","CBlock","Gd","TA","Gd","GLQ",371,"Unf",1099,"GasA","Gd","Y","SBrkr",1431,0,1431,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Basment","RFn",1,296,"TA","TA","Y",64,110,0,0,0,"No Fence",0,2008,"WD","Normal",165000,0,"0",1,"2","Q4",46,46,1,2,0,1,0.662420382165605,0,0.843606557377049,162246.742709983
369,"20","RL",78,7800,"Missing","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,6,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"TA","TA","PConc","TA","TA","No","LwQ",540,"Unf",1268,"GasA","Gd","Y","SBrkr",1268,0,1268,0,0,1,0,2,1,"TA",7,"Typ",1,"Gd","Attchd","Fin",1,244,"TA","TA","Y",0,98,0,0,0,"No Fence",0,2010,"WD","Normal",132000,0,"0",1,"2","Q1",56,56,1,2,0,1,0.574132492113565,0,0.837435897435897,134302.349556478
370,"20","RL",69,9830,"Missing","IR1","Lvl","Corner","Gtl","NAmes","Norm","1Fam",5,7,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",72,"Rec",1063,"GasA","Ex","Y","SBrkr",1287,0,1287,1,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Fin",2,576,"TA","TA","Y",364,17,0,0,182,"No Fence",0,2010,"WD","Normal",162000,0,"0",1,"4","Q1",51,4,1,2,0,1,0.689557855126999,0.111111111111111,0.869074262461851,166036.04914238
371,"60","RL",69,8121,"Missing","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",953,"GasA","Ex","Y","SBrkr",953,0,1664,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,460,"TA","TA","Y",100,40,0,0,0,"No Fence",0,2006,"WD","Normal",172400,0,"0",1,"4","Q1",6,6,1,0,0.746065057712487,0.572716346153846,1,0.111111111111111,0.882649919960596,179874.216161654
372,"50","RL",80,17120,"Missing","Reg","Lvl","Inside","Gtl","ClearCr","Feedr","1Fam",4,4,"Gable","CompShg","WdShing","Plywood","None",0,"TA","TA","CBlock","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","TA","Y","SBrkr",1120,0,1588,0,0,2,0,4,1,"TA",7,"Min2",1,"Gd","Detchd","Fin",2,680,"TA","TA","N",0,59,0,0,0,"No Fence",0,2008,"WD","Normal",134432,0,"0",1,"2","Q3",49,49,2,-1,0.417857142857143,0.705289672544081,-1,0,0.934579439252336,122567.852535699
373,"120","RL",50,7175,"Missing","Reg","Lvl","Inside","Gtl","SawyerW","Norm","TwnhsE",6,5,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",623,"LwQ",744,"GasA","TA","Y","SBrkr",752,0,752,1,0,1,0,2,1,"TA",4,"Typ",0,"No Fireplace","Attchd","Unf",1,264,"TA","TA","Y",353,0,0,0,90,"MnPrv",0,2010,"WD","Normal",125000,0,"0",1,"3","Q1",26,26,1,2,0,1,0,0,0.895191637630662,120757.794921005
375,"60","RL",65,8200,"Missing","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",847,"GasA","Ex","Y","SBrkr",847,0,1928,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,434,"TA","TA","Y",100,48,0,0,0,"No Fence",0,2007,"WD","Normal",219500,0,"0",1,"4","Q3",4,3,1,0,1.27626918536009,0.439315352697095,1,0.111111111111111,0.896707317073171,205982.110873293
377,"85","RL",57,8846,"Missing","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam",5,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",298,"Unf",870,"GasA","Ex","Y","SBrkr",914,0,914,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",2,576,"TA","TA","Y",0,0,0,0,0,"No Fence",0,2006,"WD","Normal",148000,0,"0",1,"4","Q3",10,10,1,2,0,1,0.657471264367816,0.111111111111111,0.896676463938503,149232.37735326
378,"60","FV",102,11143,"Missing","IR1","Lvl","Corner","Gtl","Somerst","Norm","1Fam",8,5,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1580,"GasA","Ex","Y","SBrkr",1580,0,2466,0,0,3,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd","RFn",2,610,"TA","TA","Y",159,214,0,0,0,"No Fence",0,2007,"WD","Normal",340000,0,"0",1,"4","Q4",3,2,2,0,0.560759493670886,0.640713706407137,1,0.111111111111111,0.858206946064794,272721.354877186
379,"20","RL",88,11394,"Missing","Reg","Lvl","Corner","Gtl","StoneBr","Norm","1Fam",9,2,"Hip","CompShg","VinylSd","VinylSd","Stone",350,"Gd","TA","PConc","Ex","TA","Av","GLQ",1445,"Unf",1856,"GasA","Ex","Y","SBrkr",1856,0,1856,1,0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd","Fin",3,834,"TA","TA","Y",113,0,0,0,0,"No Fence",0,2010,"New","Partial",394432,0,"0",1,"4","Q2",0,0,1,2,0,1,0.221443965517241,0.444444444444444,0.837107249429524,353640.453697673
381,"50","RL",50,5000,"Pave","Reg","Lvl","Inside","Gtl","SWISU","Norm","1Fam",5,6,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",218,"Unf",1026,"GasA","TA","Y","SBrkr",1026,0,1691,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd","Unf",1,308,"TA","TA","Y",0,0,242,0,0,"No Fence",0,2010,"WD","Normal",127000,0,"0",1,"1","Q2",86,60,2,2,0.648148148148148,0.606741573033708,0.787524366471735,0,0.7948,142225.651286217
382,"20","FV",60,7200,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",1293,"GasA","Ex","Y","SBrkr",1301,0,1301,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","RFn",2,572,"TA","TA","Y",216,121,0,0,0,"No Fence",0,2006,"New","Partial",187750,0,"0",1,"4","Q3",0,0,1,0,0,1,1,0.111111111111111,0.819305555555556,207379.492795493
383,"60","RL",79,9245,"Missing","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",939,"GasA","Ex","Y","SBrkr",939,0,1797,0,0,2,1,3,1,"Gd",8,"Typ",0,"No Fireplace","Attchd","RFn",2,639,"TA","TA","Y",144,53,0,0,0,"No Fence",0,2007,"WD","Normal",213500,0,"0",1,"4","Q2",1,1,1,0,0.913738019169329,0.522537562604341,1,0.111111111111111,0.898431584640346,203602.372427587
385,"60","RL",69,53107,"Missing","IR2","Low","Corner","Mod","ClearCr","Feedr","1Fam",6,5,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",985,"Unf",1580,"GasA","Ex","Y","SBrkr",1079,0,1953,1,0,2,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd","Fin",2,501,"TA","TA","Y",216,231,0,0,0,"No Fence",0,2007,"WD","Normal",240000,0,"0",1,"4","Q2",15,15,1,2,0.810009267840593,0.552483358934972,0.376582278481013,0.111111111111111,0.979682527727042,256124.794932001
386,"120","RL",43,3182,"Missing","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE",8,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",1256,"GasA","Ex","Y","SBrkr",1269,0,1269,0,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,430,"TA","TA","Y",146,20,0,0,144,"No Fence",0,2010,"WD","Normal",192000,0,"0",1,"4","Q2",6,5,1,2,0,1,0.980891719745223,0.111111111111111,0.601194217473287,188020.574944697
387,"50","RL",58,8410,"Missing","Reg","Lvl","FR2","Gtl","Edwards","Feedr","1Fam",5,3,"Gambrel","CompShg","Wd Sdng","VinylSd","None",0,"TA","Fa","PConc","TA","TA","No","Unf",0,"Unf",658,"GasA","TA","Y","SBrkr",658,0,1184,0,0,1,0,5,1,"TA",8,"Typ",0,"No Fireplace","No Garage","No Garage",0,0,"No Garage","No Garage","N",0,151,0,0,0,"No Fence",0,2006,"WD","AdjLand",81000,0,"0",1,"4","Q2",96,10,2,0,0.799392097264438,0.555743243243243,1,0,0.921759809750297,87969.8938439826
388,"80","RL",72,7200,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",6,6,"Hip","CompShg","MetalSd","MetalSd","BrkFace",255,"TA","TA","CBlock","TA","TA","Av","ALQ",631,"Unf",1041,"GasA","Ex","Y","SBrkr",1125,0,1125,1,0,1,0,3,1,"TA",6,"Typ",1,"Fa","Detchd","Unf",1,352,"TA","TA","Y",296,0,0,0,0,"GdWo",0,2009,"WD","Abnorml",125000,0,"0",1,"3","Q4",33,33,1,2,0,1,0.393852065321806,0.111111111111111,0.84375,137290.462809019
389,"20","RL",93,9382,"Missing","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","1Fam",7,5,"Gable","CompShg","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",1468,"GasA","Ex","Y","SBrkr",1479,0,1479,0,0,2,0,3,1,"Gd",6,"Typ",0,"No Fireplace","Attchd","RFn",2,577,"TA","TA","Y",120,25,0,0,0,"No Fence",0,2008,"WD","Normal",191000,0,"0",1,"4","Q3",9,8,1,0,0,1,1,0.111111111111111,0.842357706246003,197247.58677512
390,"60","RL",96,12474,"Missing","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam",10,5,"Gable","CompShg","VinylSd","VinylSd","Stone",272,"Ex","TA","PConc","Ex","TA","Av","GLQ",1280,"Unf",1682,"GasA","Ex","Y","SBrkr",1742,0,2332,1,0,2,1,3,1,"Ex",9,"Typ",1,"Ex","BuiltIn","Fin",3,846,"TA","TA","Y",196,134,0,0,0,"No Fence",0,2008,"New","Partial",426000,0,"0",1,"4","Q3",1,0,1,2,0.338691159586682,0.746998284734134,0.239001189060642,0.555555555555556,0.860349527016194,419793.170559121
391,"50","RL",50,8405,"Grvl","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",5,8,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Gd","No","Rec",241,"BLQ",861,"GasA","Ex","Y","SBrkr",961,0,1367,1,0,1,0,4,1,"TA",7,"Typ",0,"No Fireplace","Detchd","Unf",1,384,"TA","TA","Y",0,130,112,0,0,"MnPrv",0,2008,"WD","Normal",119000,0,"0",1,"1","Q2",108,58,1,2,0.422476586888658,0.702999268471105,0.265969802555168,0.111111111111111,0.885663295657347,120294.643623945
392,"60","RL",71,12209,"Missing","IR1","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam",6,5,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Ex","TA","No","ALQ",690,"Unf",804,"GasA","Ex","Y","SBrkr",804,0,1961,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn","Fin",2,560,"TA","TA","Y",125,192,0,0,0,"No Fence",0,2009,"WD","Normal",215000,0,"0",1,"4","Q2",8,7,1,2,1.43905472636816,0.409994900560938,0.141791044776119,0.222222222222222,0.934146940781391,221354.62817904
393,"20","RL",69,8339,"Missing","IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam",5,7,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab","No Basement","No Basement","No Basement","No Basement",0,"No Basement",0,"GasA","TA","Y","SBrkr",882,0,882,0,0,1,0,3,1,"TA",5,"Typ",0,"No Fireplace","Attchd","RFn",1,294,"TA","TA","Y",0,0,0,0,0,"MnPrv",1200,2007,"WD","Normal",106500,0,"1",1,"2","Q3",48,48,1,-1,0,1,-1,0,0.894231922292841,107153.263375624
394,"30","RL",69,7446,"Missing","Reg","Lvl","Corner","Gtl","BrkSide","Feedr","1Fam",4,5,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",266,"Unf",788,"GasA","TA","Y","FuseA",788,0,788,0,0,1,0,2,1,"TA",4,"Typ",2,"TA","No Garage","No Garage",0,0,"No Garage","No Garage","Y",0,0,0,0,0,"GdWo",0,2006,"WD","Abnorml",100000,0,"0",1,"1","Q2",65,56,2,2,0,1,0.66243654822335,0,0.894171367177008,86365.490018771
395,"50","RL",60,10134,"Missing","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam",5,6,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",735,"GasA","Gd","Y","FuseA",735,0,1034,0,0,1,0,2,1,"TA",5,"Typ",0,"No Fireplace","Detchd","Unf",1,240,"TA","TA","Y",0,39,0,0,0,"No Fence",0,2007,"WD","Normal",109000,0,"0",1,"1","Q3",67,57,1,0,0.406802721088435,0.710831721470019,1,0,0.927471876850207,107650.048752847
396,"20","RL",68,9571,"Missing","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam",5,6,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",739,"Unf",1144,"GasA","TA","Y","SBrkr",1144,0,1144,1,0,1,0,3,1,"TA",6,"Typ",0,"No Fireplace","Attchd","Unf",1,596,"TA","TA","Y",44,0,0,0,0,"No Fence",0,2010,"WD","Normal",129000,0,"0",1,"2","Q2",54,54,1,2,0,1,0.354020979020979,0,0.880472259951938,127840.693973632
397,"20","RL",60,7200,"Missing","Reg","Low","Inside","Gtl","CollgCr","Norm","1Fam",5,5,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","Rec",777,"Unf",894,"GasA","TA","Y","SBrkr",894,0,894,0,0,1,0,2,1,"TA",6,"Typ",0,"No Fireplace","Detchd","RFn",2,600,"TA","TA","Y",215,0,0,0,0,"No Fence",0,2009,"WD","Normal",123000,0,"0",1,"3","Q3",37,37,1,2,0,1,0.130872483221477,0,0.875833333333333,128012.5450632
